symbol,side,entry_time,exit_time,rank,score,feature_score,estimated_win_rate,selection_score,entry_price,exit_price,stop_loss,take_profit,risk_pct,net_r,gross_r,cost_r,mfe_r,mae_r,win,close_reason
BLESSUSDT,LONG,2026-06-13T18:25:00+00:00,2026-06-13T18:34:59.999000+00:00,1,28.97,97.81,0.668,75.0797,0.005612,0.0055653664,0.0055653664,0.0057052672,0.830962,-1.215557,-1.119283,0.096274,0.128663,-1.393845,False,SL
SYNUSDT,LONG,2026-06-13T18:45:00+00:00,2026-06-13T18:49:59.999000+00:00,1,46.9,100.0,0.675,79.035,0.04101,0.0401008945,0.0401008945,0.0428282111,2.21679,-1.080176,-1.044088,0.036088,1.682973,-1.033983,False,SL
SYNUSDT,LONG,2026-06-13T18:50:00+00:00,2026-06-13T18:54:59.999000+00:00,1,50.46,95.1,0.6593,76.7368,0.04166,0.0406572037,0.0406572037,0.0436655925,2.407096,-1.073759,-1.040524,0.033235,0.368968,-1.047072,False,SL
SYNUSDT,SHORT,2026-06-13T19:50:00+00:00,2026-06-13T20:54:59.999000+00:00,1,31.5,100.0,0.725,78.725,0.03695,0.03787375,0.03787375,0.0351025,2.5,-1.073021,-1.041021,0.032,0.692828,-1.201624,False,SL
BEATUSDT,LONG,2026-06-13T23:40:00+00:00,2026-06-13T23:49:59.999000+00:00,1,50.02,100.0,0.675,79.503,7.7331,7.7582543433,7.6073282836,7.9846434329,1.626407,0.488758,0.537946,0.049188,1.212514,-0.051681,True,LOCKED_STOP
SYNUSDT,LONG,2026-06-14T02:30:00+00:00,2026-06-14T02:34:59.999000+00:00,1,42.09,100.0,0.675,78.3135,0.04201,0.0414953756,0.0414953756,0.0430392487,1.225004,-1.145898,-1.080592,0.065306,0.369201,-1.243626,False,SL
SYNUSDT,LONG,2026-06-14T02:55:00+00:00,2026-06-14T03:14:59.999000+00:00,1,43.95,100.0,0.675,78.5925,0.04252,0.0428108077,0.0418463344,0.0438673313,1.58435,0.601545,0.652038,0.050494,1.454728,-0.460169,True,LOCKED_STOP
SLXUSDT,LONG,2026-06-14T04:25:00+00:00,2026-06-14T04:34:59.999000+00:00,1,46.0,100.0,0.675,78.9,0.19277,0.1945074646,0.1912532719,0.1958034562,0.786807,0.842986,0.944663,0.101677,2.16255,-0.448333,True,AMBIGUOUS_STOP_FIRST
SYNUSDT,SHORT,2026-06-14T08:20:00+00:00,2026-06-14T08:39:59.999000+00:00,1,34.34,82.81,0.67,69.2152,0.03927,0.0389060809,0.0399749293,0.0378601414,1.795084,0.658581,0.703147,0.044566,1.489511,-0.269531,True,LOCKED_STOP
BEATUSDT,SHORT,2026-06-14T09:05:00+00:00,2026-06-14T09:24:59.999000+00:00,1,38.13,99.29,0.6727,77.3091,6.4983,6.2549513778,6.6383391374,6.2182217253,2.155012,1.286679,1.323802,0.037123,2.679965,-0.572697,True,AMBIGUOUS_STOP_FIRST
SLXUSDT,LONG,2026-06-14T14:00:00+00:00,2026-06-14T14:09:59.999000+00:00,1,42.89,98.92,0.6715,77.8093,0.20852,0.2062300193,0.2062300193,0.2130999613,1.098207,-1.162859,-1.090013,0.072846,0.716163,-1.135381,False,SL
HEIUSDT,LONG,2026-06-14T16:05:00+00:00,2026-06-14T16:09:59.999000+00:00,1,24.96,87.54,0.6851,70.5421,0.08846,0.0874572398,0.0874572398,0.0904655203,1.133575,-1.157746,-1.087173,0.070573,0.15956,-1.176752,False,SL
HEIUSDT,SHORT,2026-06-14T16:35:00+00:00,2026-06-14T17:29:59.999000+00:00,1,21.07,100.0,0.725,77.1605,0.08635,0.0855329216,0.0871785621,0.0846928758,0.959539,0.806421,0.889795,0.083373,1.967264,-0.410349,True,LOCKED_STOP
SYNUSDT,SHORT,2026-06-14T18:25:00+00:00,2026-06-14T18:39:59.999000+00:00,1,37.16,96.94,0.6652,75.8053,0.03888,0.0388107619,0.0392261907,0.0381876185,0.890408,0.39839,0.488236,0.089846,1.155432,-0.288858,True,LOCKED_STOP
SYNUSDT,LONG,2026-06-15T07:15:00+00:00,2026-06-15T07:39:59.999000+00:00,1,22.34,100.0,0.725,77.351,0.03813,0.0386017234,0.0378181838,0.0387536324,0.817771,1.035108,1.132934,0.097827,2.533544,-0.256561,True,AMBIGUOUS_STOP_FIRST
SYNUSDT,LONG,2026-06-15T09:25:00+00:00,2026-06-15T09:39:59.999000+00:00,1,32.18,93.94,0.6556,73.3243,0.04068,0.0411212304,0.0401539043,0.0417321914,1.293254,0.77928,0.84114,0.061859,1.862779,-0.09504,True,LOCKED_STOP
HEIUSDT,SHORT,2026-06-15T10:35:00+00:00,2026-06-15T13:04:59.999000+00:00,1,28.2,100.0,0.725,78.23,0.07477,0.071694316,0.076307842,0.071694316,2.056763,1.41396,1.452856,0.038896,2.191382,-0.858346,True,TP
HEIUSDT,LONG,2026-06-15T13:40:00+00:00,2026-06-15T13:49:59.999000+00:00,1,22.05,100.0,0.725,77.3075,0.07327,0.0725781466,0.0725781466,0.0746537069,0.944252,-1.189575,-1.104852,0.084723,0.0,-1.488755,False,SL
QNTXUSDT,SHORT,2026-06-15T14:40:00+00:00,2026-06-15T14:54:59.999000+00:00,1,26.25,85.54,0.6287,67.5796,55.98,56.6702511096,56.6702511096,54.5994977808,1.233032,-1.147023,-1.082142,0.064881,0.086925,-1.506698,False,SL
HEIUSDT,SHORT,2026-06-15T15:00:00+00:00,2026-06-15T15:09:59.999000+00:00,1,23.3,86.0,0.6302,67.403,0.07185,0.0716288498,0.0724863783,0.0705772434,0.885704,0.471146,0.56147,0.090324,1.335684,-0.125711,True,LOCKED_STOP
HEIUSDT,SHORT,2026-06-15T15:15:00+00:00,2026-06-15T15:24:59.999000+00:00,1,36.16,92.79,0.7019,75.2566,0.07111,0.0697938916,0.0717680542,0.0697938916,0.925403,1.306937,1.393386,0.086449,3.495153,-0.531871,True,TP
ZECUSDT,LONG,2026-06-15T16:20:00+00:00,2026-06-15T16:54:59.999000+00:00,1,16.49,96.81,0.7148,74.6297,535.75,531.5672421049,531.5672421049,544.1155157902,0.780729,-1.22949,-1.127022,0.102468,0.145837,-1.286233,False,SL
QNTXUSDT,LONG,2026-06-15T17:15:00+00:00,2026-06-15T17:29:59.999000+00:00,1,50.08,100.0,0.675,79.512,60.43,60.5285587379,59.9372063106,61.4155873787,0.815479,0.378732,0.476834,0.098102,1.034916,-0.649359,True,LOCKED_STOP
SLXUSDT,LONG,2026-06-16T03:15:00+00:00,2026-06-16T03:19:59.999000+00:00,1,28.83,98.65,0.6707,75.5442,0.1772,0.175896877,0.175896877,0.1798062461,0.735397,-1.243698,-1.134914,0.108785,0.015348,-1.849403,False,SL
SLXUSDT,LONG,2026-06-16T03:25:00+00:00,2026-06-16T04:34:59.999000+00:00,1,22.1,88.83,0.6393,68.8587,0.17619,0.1748077378,0.1748077378,0.1789545245,0.784529,-1.228374,-1.126402,0.101972,0.889846,-1.620532,False,SL
HEIUSDT,SHORT,2026-06-16T05:45:00+00:00,2026-06-16T05:54:59.999000+00:00,1,23.92,87.69,0.6856,70.4728,0.06969,0.0701840572,0.0701840572,0.0687018856,0.708936,-1.254973,-1.142128,0.112845,0.647698,-1.457321,False,SL
BLESSUSDT,LONG,2026-06-16T09:35:00+00:00,2026-06-16T09:49:59.999000+00:00,1,24.05,100.0,0.725,77.6075,0.006074,0.0059915339,0.0059915339,0.0062389323,1.357691,-1.131542,-1.072618,0.058924,0.218271,-1.054978,False,SL
BLESSUSDT,SHORT,2026-06-16T10:55:00+00:00,2026-06-16T11:24:59.999000+00:00,1,26.54,100.0,0.725,77.981,0.00601,0.0059465502,0.0060780216,0.0058739568,1.131807,0.808279,0.878963,0.070683,1.911158,-0.72036,True,LOCKED_STOP
SPCXUSDT,SHORT,2026-06-16T12:10:00+00:00,2026-06-16T13:14:59.999000+00:00,1,24.52,100.0,0.725,77.678,201.87,198.6060636885,204.2206911002,197.1686177996,1.164458,1.040824,1.109525,0.068701,2.361008,-0.587061,True,AMBIGUOUS_STOP_FIRST
SPCXUSDT,LONG,2026-06-16T13:45:00+00:00,2026-06-16T13:54:59.999000+00:00,1,52.88,95.83,0.6617,77.5217,212.03,216.1282334834,208.8681373996,218.3537252007,1.491234,1.026253,1.0799,0.053647,2.330905,-0.727419,True,AMBIGUOUS_STOP_FIRST
HYPEUSDT,SHORT,2026-06-16T15:00:00+00:00,2026-06-16T15:39:59.999000+00:00,1,22.76,88.25,0.6374,68.6225,73.459,74.1869558622,74.1869558622,72.0030882756,0.990969,-1.182691,-1.101962,0.080729,0.12226,-1.630593,False,SL
BLESSUSDT,LONG,2026-06-16T18:40:00+00:00,2026-06-16T18:59:59.999000+00:00,1,32.03,87.77,0.6359,69.7356,0.006623,0.0067174232,0.0065339248,0.0068011504,1.344937,0.895192,0.954675,0.059482,2.088124,-0.628682,True,AMBIGUOUS_STOP_FIRST
SPCXUSDT,SHORT,2026-06-16T19:00:00+00:00,2026-06-16T19:09:59.999000+00:00,1,19.06,99.02,0.7219,76.2926,208.62,206.8454517867,210.1085702198,205.6428595604,0.713532,0.844818,0.956937,0.112118,2.176585,-0.530711,True,AMBIGUOUS_STOP_FIRST
BLESSUSDT,LONG,2026-06-16T21:25:00+00:00,2026-06-16T21:34:59.999000+00:00,1,23.39,94.15,0.7063,74.1272,0.007167,0.0070630905,0.0070630905,0.007374819,1.449833,-1.123118,-1.06794,0.055179,0.086614,-2.25196,False,SL
BLESSUSDT,LONG,2026-06-16T23:20:00+00:00,2026-06-16T23:29:59.999000+00:00,1,34.98,88.73,0.6389,70.7329,0.007594,0.0074943356,0.0074943356,0.0077933289,1.31241,-1.136115,-1.075158,0.060957,0.441482,-1.294343,False,SL
BLESSUSDT,LONG,2026-06-17T00:10:00+00:00,2026-06-17T00:14:59.999000+00:00,1,31.21,86.94,0.6332,69.1328,0.007776,0.0076559959,0.0076559959,0.0080160081,1.543262,-1.115604,-1.063766,0.051838,0.083331,-1.349954,False,SL
BLESSUSDT,SHORT,2026-06-17T04:20:00+00:00,2026-06-17T04:29:59.999000+00:00,1,34.4,93.6,0.6545,73.4608,0.008253,0.0081555506,0.0084113671,0.0079362658,1.918903,0.714648,0.756338,0.04169,1.584925,-0.429382,True,LOCKED_STOP
BLESSUSDT,SHORT,2026-06-17T04:55:00+00:00,2026-06-17T05:19:59.999000+00:00,1,23.23,93.08,0.6529,71.4847,0.008239,0.0082004634,0.0084316829,0.0078536342,2.338668,0.523612,0.55782,0.034208,1.136582,-0.524177,True,LOCKED_STOP
BLESSUSDT,SHORT,2026-06-17T06:20:00+00:00,2026-06-17T06:24:59.999000+00:00,1,59.14,75.98,0.5981,66.9874,0.007414,0.0075774325,0.0075774325,0.007087135,2.204377,-1.082679,-1.046387,0.036291,0.293699,-1.327765,False,SL
SYNUSDT,SHORT,2026-06-17T07:05:00+00:00,2026-06-17T07:14:59.999000+00:00,1,20.32,100.0,0.725,77.048,0.05095,0.0513146472,0.0513146472,0.0502207057,0.715696,-1.252574,-1.140795,0.111779,0.054848,-1.864816,False,SL
SYNUSDT,LONG,2026-06-17T10:40:00+00:00,2026-06-17T10:49:59.999000+00:00,1,20.04,99.67,0.7239,76.8153,0.05226,0.0531209745,0.0518295128,0.0531209745,0.823741,1.280046,1.377164,0.097118,2.137113,-0.255524,True,TP
SYNUSDT,LONG,2026-06-17T11:00:00+00:00,2026-06-17T11:14:59.999000+00:00,1,30.57,100.0,0.725,78.5855,0.05268,0.0535686331,0.0522356835,0.0535686331,0.843425,1.285145,1.379996,0.094851,2.453206,-0.720207,True,TP
SYNUSDT,LONG,2026-06-17T11:15:00+00:00,2026-06-17T11:29:59.999000+00:00,1,27.77,97.54,0.6671,74.7436,0.05357,0.0530872879,0.0530872879,0.0545354243,0.901087,-1.198704,-1.109922,0.088782,2.133777,-1.118679,False,AMBIGUOUS_STOP_FIRST
SYNUSDT,LONG,2026-06-17T13:25:00+00:00,2026-06-17T13:39:59.999000+00:00,1,21.69,88.69,0.6388,68.7163,0.05428,0.0551997051,0.0538201475,0.0551997051,0.847186,1.286092,1.380522,0.09443,2.000641,-0.065238,True,TP
SPCXUSDT,SHORT,2026-06-17T14:35:00+00:00,2026-06-17T14:54:59.999000+00:00,1,25.55,87.73,0.6357,68.7404,195.86,194.1686660118,199.391154643,188.7976907139,1.802897,0.64036,0.684733,0.044373,1.452783,-0.235051,True,LOCKED_STOP
MUUSDT,LONG,2026-06-17T15:15:00+00:00,2026-06-17T15:44:59.999000+00:00,1,17.16,94.67,0.7079,73.4933,1040.93,1045.4792713557,1032.8971231597,1056.9957536805,0.771702,0.549197,0.652864,0.103667,1.578513,-0.196692,True,LOCKED_STOP
SOXLUSDT,LONG,2026-06-17T16:00:00+00:00,2026-06-17T17:04:59.999000+00:00,1,19.48,100.0,0.725,76.922,248.93,246.4859360863,246.4859360863,253.8181278274,0.981828,-1.182281,-1.1008,0.081481,0.495077,-1.116992,False,SL
HYPEUSDT,SHORT,2026-06-17T17:15:00+00:00,2026-06-17T17:49:59.999000+00:00,1,16.66,99.31,0.7228,76.1002,75.079,74.3960514309,75.6853813737,73.8662372526,0.807658,0.84127,0.940321,0.099052,2.109234,-0.568949,True,AMBIGUOUS_STOP_FIRST
MUUSDT,SHORT,2026-06-17T18:15:00+00:00,2026-06-17T18:19:59.999000+00:00,1,37.07,98.79,0.7211,78.8611,1057.96,1065.4149914533,1065.4149914533,1043.0500170935,0.704657,-1.256515,-1.142984,0.11353,0.0,-1.187124,False,SL
HEIUSDT,SHORT,2026-06-17T18:20:00+00:00,2026-06-17T18:34:59.999000+00:00,1,22.07,98.21,0.7193,76.2759,0.07251,0.0723318272,0.073400864,0.0707282721,1.228608,0.454052,0.519167,0.065114,1.032705,-0.011225,True,LOCKED_STOP
QNTXUSDT,LONG,2026-06-17T18:40:00+00:00,2026-06-17T18:59:59.999000+00:00,2,24.24,100.0,0.725,77.636,62.69,62.7867745027,62.2061274863,63.6577450275,0.77185,0.366259,0.469906,0.103647,1.074663,-1.673995,True,LOCKED_STOP
SKHYNIXUSDT,LONG,2026-06-17T19:05:00+00:00,2026-06-17T19:19:59.999000+00:00,1,33.19,78.77,0.6571,66.7076,1720.06,1705.1223930537,1705.1223930537,1749.9352138926,0.868435,-1.206212,-1.114093,0.09212,0.230291,-1.474132,False,SL
SPCXUSDT,SHORT,2026-06-17T19:55:00+00:00,2026-06-17T20:04:59.999000+00:00,1,25.49,87.85,0.6361,68.8008,192.23,191.8886280192,193.9368599038,188.8162801924,0.887926,0.397824,0.487922,0.090098,1.060427,-0.972546,True,LOCKED_STOP
HEIUSDT,SHORT,2026-06-17T20:30:00+00:00,2026-06-17T21:44:59.999000+00:00,1,23.56,95.21,0.7097,74.7654,0.07416,0.0739363615,0.0752781924,0.0719236151,1.507811,0.481189,0.534246,0.053057,1.037389,-0.473979,True,LOCKED_STOP
BEATUSDT,LONG,2026-06-17T22:05:00+00:00,2026-06-17T22:09:59.999000+00:00,1,39.06,100.0,0.675,77.859,1.698,1.6738823344,1.6738823344,1.7462353311,1.420357,-1.125694,-1.06937,0.056324,0.24878,-1.202438,False,SL
BEATUSDT,LONG,2026-06-17T22:20:00+00:00,2026-06-17T22:24:59.999000+00:00,1,38.69,100.0,0.675,77.8035,1.707,1.7631939516,1.6789030242,1.7631939516,1.645986,1.389174,1.437777,0.048603,2.206643,-0.177955,True,TP
SLXUSDT,SHORT,2026-06-17T22:40:00+00:00,2026-06-17T22:44:59.999000+00:00,1,45.88,100.0,0.675,78.882,0.16299,0.1606659312,0.1641520344,0.1606659312,0.712948,1.248958,1.361168,0.11221,16.651831,-0.404463,True,TP
SYNUSDT,SHORT,2026-06-17T22:45:00+00:00,2026-06-17T22:59:59.999000+00:00,1,32.63,100.0,0.725,78.8945,0.08162,0.0812119,0.0836605,0.077539,2.5,0.52858,0.56058,0.032,1.127175,-0.637099,True,LOCKED_STOP
HEIUSDT,LONG,2026-06-17T23:50:00+00:00,2026-06-18T00:04:59.999000+00:00,1,34.18,100.0,0.675,77.127,0.07789,0.0781437539,0.0772413324,0.0791873352,0.8328,0.478823,0.574884,0.096062,1.402876,-0.508735,True,LOCKED_STOP
SYNUSDT,LONG,2026-06-18T05:20:00+00:00,2026-06-18T05:24:59.999000+00:00,1,43.61,85.79,0.6295,70.3281,0.09111,0.08883225,0.08883225,0.0956655,2.5,-1.070981,-1.038981,0.032,0.079025,-1.317089,False,SL
HEIUSDT,LONG,2026-06-18T05:30:00+00:00,2026-06-18T05:49:59.999000+00:00,1,40.4,100.0,0.675,78.06,0.08324,0.0852542373,0.0822328814,0.0852542373,1.209897,1.349769,1.41589,0.066121,2.17452,-0.953214,True,TP
HEIUSDT,LONG,2026-06-18T07:35:00+00:00,2026-06-18T07:39:59.999000+00:00,1,33.42,99.96,0.6749,76.9899,0.08547,0.0845492042,0.0845492042,0.0873115917,1.077332,-1.166033,-1.091776,0.074258,0.0,-2.324077,False,SL
SYNUSDT,SHORT,2026-06-18T07:40:00+00:00,2026-06-18T07:49:59.999000+00:00,1,23.57,99.19,0.7224,77.0673,0.09146,0.0936498748,0.0936498748,0.0870802505,2.394352,-1.076198,-1.042786,0.033412,0.525144,-1.922484,False,SL
BLESSUSDT,LONG,2026-06-18T07:50:00+00:00,2026-06-18T08:09:59.999000+00:00,1,42.46,100.0,0.675,78.369,0.007009,0.0069477738,0.0069477738,0.0071314525,0.873538,-1.205002,-1.11342,0.091582,0.68598,-1.404626,False,SL
HEIUSDT,LONG,2026-06-18T09:25:00+00:00,2026-06-18T09:34:59.999000+00:00,1,39.99,100.0,0.675,77.9985,0.08801,0.0868156048,0.0868156048,0.0903987903,1.357113,-1.131598,-1.07265,0.058949,0.65305,-1.180514,False,SL
BLESSUSDT,SHORT,2026-06-18T09:50:00+00:00,2026-06-18T10:14:59.999000+00:00,1,21.78,89.08,0.6401,68.9552,0.006628,0.0064789792,0.0066972355,0.0064895289,1.044592,1.4054,1.481985,0.076585,3.119785,-0.086661,True,AMBIGUOUS_STOP_FIRST
BEATUSDT,SHORT,2026-06-18T11:40:00+00:00,2026-06-18T11:49:59.999000+00:00,1,19.16,93.33,0.7037,73.0187,1.526,1.5161350485,1.5444740213,1.4890519573,1.210617,0.619037,0.685119,0.066082,1.515642,-0.21652,True,LOCKED_STOP
BLESSUSDT,LONG,2026-06-18T13:10:00+00:00,2026-06-18T13:19:59.999000+00:00,1,57.28,85.79,0.6295,72.3786,0.006761,0.0068271728,0.0066906096,0.0069017808,1.041124,0.79623,0.87307,0.07684,1.960494,-0.056826,True,LOCKED_STOP
HEIUSDT,LONG,2026-06-18T13:55:00+00:00,2026-06-18T14:04:59.999000+00:00,1,46.36,100.0,0.675,78.954,0.09429,0.0924324134,0.0924324134,0.0980051732,1.970078,-1.090342,-1.049735,0.040608,0.425283,-2.002598,False,SL
